,Druid,Purl,Title,Source Id,Catkey,source_id
0,bb018zb8894,https://purl.stanford.edu/bb018zb8894,George Stirling's heritage : a story of chequered love,sul:36105213325215,9370404,36105213325215
1,bb122wh8873,https://purl.stanford.edu/bb122wh8873,"The king and the cloister, or, Legends of the dissolution",sul:36105213325355,9371533,36105213325355
2,bb403jp9042,https://purl.stanford.edu/bb403jp9042,"On the way, or, Places passed by pilgrims",sul:36105213328276,9428576,36105213328276
3,bb456zt5479,https://purl.stanford.edu/bb456zt5479,"Edgar Nelthorpe, or, The fair maids of Taunton : a story of the Monmouth rebellion",sul:36105213325710,9374499,36105213325710
4,bb705cc9370,https://purl.stanford.edu/bb705cc9370,"Euthanasia, or, Turf, tent and tomb",sul:36105213330843,9522427,36105213330843
5,bb737zp0787,https://purl.stanford.edu/bb737zp0787,The curate of Cumberworth ; and The vicar of Roost : tales,sul:36105213335446,9616533,36105213335446
6,bb846gv7194,https://purl.stanford.edu/bb846gv7194,"Miss Kate, or, Confessions of a caretaker : a novel",sul:36105213336279,9626057,36105213336279
7,bb851sg5107,https://purl.stanford.edu/bb851sg5107,"De la More, or, Scenes in many lands!",sul:36105213321420,9276363,36105213321420
8,bc067cr7596,https://purl.stanford.edu/bc067cr7596,Mere stores,sul:36105213332054,9561939,36105213332054
9,bc647th4106,https://purl.stanford.edu/bc647th4106,Harry Fludyer at Cambridge : a series of family letters,sul:36105213330587,9519092,36105213330587
10,bd142cw6685,https://purl.stanford.edu/bd142cw6685,"The rose and the lotus, or, Home in England, and home in India",sul:36105213336618,9628707,36105213336618
11,bd431pt2666,https://purl.stanford.edu/bd431pt2666,Kintail Place : a tale of revolution,sul:36105213329183,9452151,36105213329183
12,bd537jh1546,https://purl.stanford.edu/bd537jh1546,Blizzard and another fantasy,sul:36105213325652,9373447,36105213325652
13,bd949rr1856,https://purl.stanford.edu/bd949rr1856,The Carding-Mill Valley : a romance of the Shropshire Highlands,sul:36105213327542,9411267,36105213327542
14,bf220qb2659,https://purl.stanford.edu/bf220qb2659,The czar : a tale of the time of the first Napoleon,sul:36105213323954,9344031,36105213323954
15,bf436jd9045,https://purl.stanford.edu/bf436jd9045,Bail up! : a romance of bushrangers and blacks,sul:36105213324960,9369517,36105213324960
16,bf498ms6568,https://purl.stanford.edu/bf498ms6568,A romance of Skye,sul:36105213324523,9349137,36105213324523
17,bf660xv8990,https://purl.stanford.edu/bf660xv8990,The money-spinner : and other character notes,sul:36105213322527,9330288,36105213322527
18,bf918yb9531,https://purl.stanford.edu/bf918yb9531,"Troublous times, or, Leaves from the note-book of the Rev. Mr. John Hicks, an ejected Nonconformist minister, 1670-71",sul:36105213329464,9454059,36105213329464
19,bg577xv8248,https://purl.stanford.edu/bg577xv8248,Herbert Manners : and other tales,sul:36105213320034,9262968,36105213320034
20,bg923xc0351,https://purl.stanford.edu/bg923xc0351,Cyril : a romantic novel,sul:36105213327211,9391064,36105213327211
21,bg943nv2866,https://purl.stanford.edu/bg943nv2866,"Judith, or, The Prophetess of Bethulia : a romance from the Apocrypha",sul:36105213323103,9335235,36105213323103
22,bh083sj1270,https://purl.stanford.edu/bh083sj1270,Within the walls : a tale of the siege of Haarlem,sul:36105213327062,9389134,36105213327062
23,bh371jc7491,https://purl.stanford.edu/bh371jc7491,"Clifford Mainwaring, student : a tale founded on fact : and, A mysterious affair, or, Keth Faulknar's wife : a domestic story",sul:36105213325108,9370033,36105213325108
24,bh774ph8521,https://purl.stanford.edu/bh774ph8521,The wheel of fate,sul:36105213333037,9585172,36105213333037
25,bh877kd3764,https://purl.stanford.edu/bh877kd3764,The stone dragon and other tragic romances,sul:36105213321891,9320576,36105213321891
26,bj703gh2616,https://purl.stanford.edu/bj703gh2616,"Clarence Leighton, or, The Outcast : a novel",sul:36105213332393,9564737,36105213332393
27,bk379vq6716,https://purl.stanford.edu/bk379vq6716,The web of the spider : a tale of adventure,sul:36105213328284,9436603,36105213328284
28,bk425ns8483,https://purl.stanford.edu/bk425ns8483,Dominic Penterne,sul:36105213322766,9331782,36105213322766
29,bk701yh0806,https://purl.stanford.edu/bk701yh0806,"The close of S. Andrew's, or, Cathedral lights and shadows : a tale of modern English life in a cathedral city",sul:36105213334027,9601244,36105213334027
30,bm146st2232,https://purl.stanford.edu/bm146st2232,"The fife and drum, or, Would be a soldier",sul:36105213325876,9375097,36105213325876
31,bm157zm4981,https://purl.stanford.edu/bm157zm4981,A week in a French country-house,sul:36105213332419,9564764,36105213332419
32,bm802vd7865,https://purl.stanford.edu/bm802vd7865,A case of blackmail,sul:36105213321495,9315095,36105213321495
33,bm959cz3533,https://purl.stanford.edu/bm959cz3533,"A week of passion, or, The dilemma of Mr George Barton the younger",sul:36105213334373,9605735,36105213334373
34,bn005sc8767,https://purl.stanford.edu/bn005sc8767,A vagabond heroine,sul:36105213327401,9408664,36105213327401
35,bn036my1936,https://purl.stanford.edu/bn036my1936,The chantry priest of Barnet : a tale of the two roses,sul:36105213331916,9561259,36105213331916
36,bn055kg5854,https://purl.stanford.edu/bn055kg5854,On the verge of two worlds,sul:36105213331429,9532413,36105213331429
37,bn087dk7551,https://purl.stanford.edu/bn087dk7551,Out of the workhouse,sul:36105213330363,9515862,36105213330363
38,bn702pf4794,https://purl.stanford.edu/bn702pf4794,In his grasp,sul:36105213335966,9621734,36105213335966
39,bn766rb1897,https://purl.stanford.edu/bn766rb1897,"The Grahame family, or, Historical portfolio opened",sul:36105213321800,9318819,36105213321800
40,bp361qj5956,https://purl.stanford.edu/bp361qj5956,Wandering Willie : a romance of the great Tay Bridge disaster,sul:36105213325413,9371671,36105213325413
41,bp737qp8902,https://purl.stanford.edu/bp737qp8902,"Helena, or, The recluse of the lake : mountain tales",sul:36105213332732,9581830,36105213332732
42,bp904zw6373,https://purl.stanford.edu/bp904zw6373,Family pictures : etc. etc,sul:36105213334860,9499275,36105213334860
43,bq416wm4698,https://purl.stanford.edu/bq416wm4698,Cromwell : an historical novel,sul:36105213333235,9588724,36105213333235
44,bq602dp5272,https://purl.stanford.edu/bq602dp5272,"Facts and fictions, or, Gleanings of a tourist : a series of tales",sul:36105213332526,9574235,36105213332526
45,bq759xh4034,https://purl.stanford.edu/bq759xh4034,"The Squire ov Ingleburn, and what he did with the ""Lawson Armz."" : a story",sul:36105213328359,9436713,36105213328359
46,bq811yy3231,https://purl.stanford.edu/bq811yy3231,The final war : a story of the great betrayal,sul:36105213328078,9426983,36105213328078
47,bq987yn9735,https://purl.stanford.edu/bq987yn9735,Some unconventional people,sul:36105213336790,2185320,36105213336790
48,br359vy3884,https://purl.stanford.edu/br359vy3884,Commercial tales and sketches,sul:36105213334498,9606564,36105213334498
49,br421ht1016,https://purl.stanford.edu/br421ht1016,Vampires : Mademoiselle Réséda,sul:36105213322113,9323262,36105213322113
50,bs033sy5044,https://purl.stanford.edu/bs033sy5044,Under the limes,sul:36105213326510,9383167,36105213326510
51,bs204qv9340,https://purl.stanford.edu/bs204qv9340,Scenes and sketches in legal life,sul:36105213325140,9370171,36105213325140
52,bs281hs1140,https://purl.stanford.edu/bs281hs1140,The old-church clock,sul:36105213335602,9618017,36105213335602
53,bs661nw6439,https://purl.stanford.edu/bs661nw6439,Esther's pilgrimage : new notes on old strings,sul:36105213332955,9585002,36105213332955
54,bv209jj9160,https://purl.stanford.edu/bv209jj9160,Florimel Jones : a novel,sul:36105213325165,9370292,36105213325165
55,bv504kh4055,https://purl.stanford.edu/bv504kh4055,Runnymede and Lincoln Fair : a story of the great charter,sul:36105213334548,9391140,36105213334548
56,bv753bx5150,https://purl.stanford.edu/bv753bx5150,"St. Antholin's, or, Old churches and new : a tale for the times",sul:36105213335511,9617119,36105213335511
57,bv779bj6974,https://purl.stanford.edu/bv779bj6974,"The five bakers of Dubhampool : a peep into the future, with full freedom given to the imagination",sul:36105213332070,9562016,36105213332070
58,bv894ht9826,https://purl.stanford.edu/bv894ht9826,Where Eden's tongue is spoken still,sul:36105213327906,9425563,36105213327906
59,bw274rb8372,https://purl.stanford.edu/bw274rb8372,Sword and gown,sul:36105213327732,9423083,36105213327732
60,bw467bz7564,https://purl.stanford.edu/bw467bz7564,Against odds : a detective story,sul:36105213330892,9522855,36105213330892
61,bw496vf1607,https://purl.stanford.edu/bw496vf1607,"The Naggletons ; and, Miss Violet and her ""offers""",sul:36105213322642,1722525,36105213322642
62,bw575yy4761,https://purl.stanford.edu/bw575yy4761,The sword of fate,sul:36105213333250,9588766,36105213333250
63,bw730qt7481,https://purl.stanford.edu/bw730qt7481,The Laird of Restalrig's daughter : a legend of the siege of Leith,sul:36105213333003,9585108,36105213333003
64,bx225sd9958,https://purl.stanford.edu/bx225sd9958,A bush girl's romance,sul:36105213324978,9369533,36105213324978
65,bx339mp3421,https://purl.stanford.edu/bx339mp3421,On the borderland,sul:36105213333953,9599308,36105213333953
66,bx654gk8887,https://purl.stanford.edu/bx654gk8887,Labour and live : a story,sul:36105213327682,9422895,36105213327682
67,bx664mr0773,https://purl.stanford.edu/bx664mr0773,The clewbend,sul:36105213327047,9389038,36105213327047
68,bx828gz6568,https://purl.stanford.edu/bx828gz6568,The new river : a romance of the time of Hugh Myddelton,sul:36105213320547,9266348,36105213320547
69,bx968gc5724,https://purl.stanford.edu/bx968gc5724,Moonlight by the Shannon shore : a tale of modern Irish life,sul:36105213335735,9619113,36105213335735
70,bx975gz6501,https://purl.stanford.edu/bx975gz6501,Side winds,sul:36105213328649,9439921,36105213328649
71,by223tm7910,https://purl.stanford.edu/by223tm7910,"The member for Workshire, or, Church and state : a political novel",sul:36105213326932,9388487,36105213326932
72,by360xv0474,https://purl.stanford.edu/by360xv0474,A babe in Bohemia,sul:36105213320984,9273116,36105213320984
73,bz036zb5006,https://purl.stanford.edu/bz036zb5006,"Art M'Morrough O'Cavanagh, Prince of Leinster : an historical romance of the fourteenth century",sul:36105213322162,9323525,36105213322162
74,bz343ys7639,https://purl.stanford.edu/bz343ys7639,Passages of historic life,sul:36105213336451,9627163,36105213336451
75,bz484rg4937,https://purl.stanford.edu/bz484rg4937,The thirteenth Brydain : a novel,sul:36105213334985,9609707,36105213334985
76,bz580mp5252,https://purl.stanford.edu/bz580mp5252,The ways of the line : a monograph on excavators,sul:36105213328110,9427065,36105213328110
77,bz624bf7706,https://purl.stanford.edu/bz624bf7706,A visit to my discontented cousin,sul:36105213320315,9265019,36105213320315
78,bz754kq4481,https://purl.stanford.edu/bz754kq4481,"Her fair fame : and, The story of a statue",sul:36105213334795,9609147,36105213334795
79,bz758tj0656,https://purl.stanford.edu/bz758tj0656,"""20"" : a volume of story and song",sul:36105213322311,9325351,36105213322311
80,cb046rp7309,https://purl.stanford.edu/cb046rp7309,Kitford : a village tale,sul:36105213323111,9335251,36105213323111
81,cb511sp4240,https://purl.stanford.edu/cb511sp4240,The sign of the wooden shoon,sul:36105213330421,9516376,36105213330421
82,cb653wk5794,https://purl.stanford.edu/cb653wk5794,"The prince's diamond : the adventures of George Travers, Esq., gentleman",sul:36105213333508,9590033,36105213333508
83,cc017vv2303,https://purl.stanford.edu/cc017vv2303,Two girls on a barge,sul:36105213329308,9453282,36105213329308
84,cc960ck3893,https://purl.stanford.edu/cc960ck3893,Among the Welsh hills,sul:36105213320620,9267417,36105213320620
85,cd717qv1109,https://purl.stanford.edu/cd717qv1109,Steps in the dark,sul:36105213333185,9588011,36105213333185
86,cd763pz1318,https://purl.stanford.edu/cd763pz1318,"Death, the knight, and the lady : a ghost story",sul:36105213325173,9370301,36105213325173
87,cd833zb9841,https://purl.stanford.edu/cd833zb9841,"The legend of the mount, or, The days of chivalry",sul:36105213327476,9409168,36105213327476
88,cd873rr9521,https://purl.stanford.edu/cd873rr9521,My mss : a tale of olden Islington,sul:36105213327955,9426269,36105213327955
89,cd921dp6536,https://purl.stanford.edu/cd921dp6536,Graäb,sul:36105213333375,9589661,36105213333375
90,cd979cj6907,https://purl.stanford.edu/cd979cj6907,"Shirley Hall Asylum, or, The memoirs of a monomaniac",sul:36105213321883,9320564,36105213321883
91,cf125wy2248,https://purl.stanford.edu/cf125wy2248,"The see-saw of life, or, Misfortune no disgrace",sul:36105213334951,9609587,36105213334951
92,cf356wf9472,https://purl.stanford.edu/cf356wf9472,The wizard's mantle,sul:36105213324812,9351562,36105213324812
93,cf363wv6194,https://purl.stanford.edu/cf363wv6194,Under the grand old hills : a romance,sul:36105213327534,9411264,36105213327534
94,cf592hy4834,https://purl.stanford.edu/cf592hy4834,Life and adventures of an unfortunate author,sul:36105213331924,9561275,36105213331924
95,cf889km7072,https://purl.stanford.edu/cf889km7072,Gladdie's sweetheart : a true story,sul:36105213327443,9409107,36105213327443
96,cg105wh0863,https://purl.stanford.edu/cg105wh0863,"Truth without fiction, and religion without disguise, or, The two Oxford students, in college, London, and the country : a true tale of characters and occurences in real life, exemplying the influence of female wisdom and piety : intended to be a mentor to all young persons in commencing the journey of life - warning them against snares, and animating them to virtue, religion, and duty",sul:36105213331189,9530613,36105213331189
97,cg391qy9192,https://purl.stanford.edu/cg391qy9192,"Oliver Westwood, or, Overcoming the world",sul:36105213325827,9374939,36105213325827
98,cg462kg3758,https://purl.stanford.edu/cg462kg3758,"The galley slave and his daughter : a tale, founded of French Protestant history",sul:36105213327914,9426124,36105213327914
99,ch612bc9114,https://purl.stanford.edu/ch612bc9114,The Captain-General : being the story of the attempt of the Dutch to colonize New Holland,sul:36105213321768,9318660,36105213321768
100,ch745gk6752,https://purl.stanford.edu/ch745gk6752,Matt : a story of a caravan,sul:36105213322725,9331462,36105213322725
101,ch779st4846,https://purl.stanford.edu/ch779st4846,"A perfect treasure : an incident in the early life of Marmaduke Drake, Esq",sul:36105213328813,9441464,36105213328813
102,ch910zf3504,https://purl.stanford.edu/ch910zf3504,Arthur Wylde and Holmdale rectory,sul:36105213323632,9339419,36105213323632
103,ch968rq4230,https://purl.stanford.edu/ch968rq4230,A Jersey witch,sul:36105213324465,9349018,36105213324465
104,cj066xq4248,https://purl.stanford.edu/cj066xq4248,Philip Neville of Garriton : a Yorkshire tale,sul:36105213332906,9584616,36105213332906
105,cj212ds2909,https://purl.stanford.edu/cj212ds2909,"At war with the world, or, Lucy Sutherland's autobiography",sul:36105213323657,9339498,36105213323657
106,cj423zv5764,https://purl.stanford.edu/cj423zv5764,The Dowager Lady Tremaine,sul:36105213323319,9336289,36105213323319
107,cj433td1279,https://purl.stanford.edu/cj433td1279,The revenge of Valerie : a romance of British Columbia,sul:36105213325025,9369570,36105213325025
108,cj561rr1794,https://purl.stanford.edu/cj561rr1794,Albion and Ierne : a political romance,sul:36105213323350,9336463,36105213323350
109,cj599sx7456,https://purl.stanford.edu/cj599sx7456,The land of the dawning,sul:36105213331601,9558687,36105213331601
110,cj941hc7999,https://purl.stanford.edu/cj941hc7999,Brenda's experiment : a novel,sul:36105213321867,9320435,36105213321867
111,ck153rt1215,https://purl.stanford.edu/ck153rt1215,Quicksands : a tale,sul:36105213330702,9521787,36105213330702
112,ck355sg0990,https://purl.stanford.edu/ck355sg0990,"Time, faith, and energy : passages in the life of Geoffrey Waller",sul:36105213324705,9350956,36105213324705
113,ck357vz6268,https://purl.stanford.edu/ck357vz6268,The mask and the man : a novel,sul:36105213323418,9338118,36105213323418
114,ck370ys1771,https://purl.stanford.edu/ck370ys1771,"The veiled hand : a novel of the sixties, the seventies, and the eighties",sul:36105213337186,9632323,36105213337186
115,ck486xd3174,https://purl.stanford.edu/ck486xd3174,"One year, or, A story of three homes",sul:36105213320000,9262900,36105213320000
116,ck487wr6213,https://purl.stanford.edu/ck487wr6213,"Who wins? : being the autobiography of Samuel Basil Carlingford, M.D",sul:36105213326841,9387682,36105213326841
117,ck660gy9032,https://purl.stanford.edu/ck660gy9032,Val Constable's career,sul:36105213335214,9615138,36105213335214
118,ck907gs3218,https://purl.stanford.edu/ck907gs3218,Lady Delmar : a novel,sul:36105213327880,9425520,36105213327880
119,cm481tg3584,https://purl.stanford.edu/cm481tg3584,The beauty of Amalfi : an Italian tale,sul:36105213334423,9606373,36105213334423
120,cm516ky6956,https://purl.stanford.edu/cm516ky6956,Denyse : a sketch in neutral tints taken from the portfolio of a rambler,sul:36105213321982,9321129,36105213321982
121,cn131md0350,https://purl.stanford.edu/cn131md0350,"Noémie, ou, La Sœur de la Miséricorde",sul:36105213323368,9337931,36105213323368
122,cn635fh0741,https://purl.stanford.edu/cn635fh0741,"Nisida, or, Two winters in Madeira",sul:36105213329480,9455088,36105213329480
123,cn683rx0814,https://purl.stanford.edu/cn683rx0814,The Countess Eve,sul:36105213335248,9615544,36105213335248
124,cn848mz4762,https://purl.stanford.edu/cn848mz4762,Misogyny and the maiden : s novel,sul:36105213321479,9315055,36105213321479
125,cp200kb0740,https://purl.stanford.edu/cp200kb0740,Hark forrard!,sul:36105213334522,9606659,36105213334522
126,cp733wx0403,https://purl.stanford.edu/cp733wx0403,"Who wins? : being the autobiography of Samuel Basil Carlingford, M.D",sul:36105213326833,9387682,36105213326833
127,cp863qs0889,https://purl.stanford.edu/cp863qs0889,Dorothy Wallis : an autobiography,sul:36105213323731,9342252,36105213323731
128,cq067yq1204,https://purl.stanford.edu/cq067yq1204,Raffans folk : a story of a Highland parish,sul:36105213326270,9381173,36105213326270
129,cq204cj7848,https://purl.stanford.edu/cq204cj7848,Among the gnomes : an occult tale of adventure in the Untersberg,sul:36105213333060,9585219,36105213333060
130,cq204nj1565,https://purl.stanford.edu/cq204nj1565,The face of Carlyon : and other stories,sul:36105213329134,9452022,36105213329134
131,cq219qj8623,https://purl.stanford.edu/cq219qj8623,Capt'n Davy's honeymoon ; The last confession ; The blind mother,sul:36105213322923,3362815,36105213322923
132,cq846fy2859,https://purl.stanford.edu/cq846fy2859,"Llouvorko : a tale ; and, Songs of the valley",sul:36105213334563,9608139,36105213334563
133,cq900yw9890,https://purl.stanford.edu/cq900yw9890,"The court of Rath Croghan, or, Dead but not forgotten",sul:36105213335347,9615828,36105213335347
134,cr212ty8487,https://purl.stanford.edu/cr212ty8487,Nimrod Nunn,sul:36105213323269,9336080,36105213323269
135,cr450wp4552,https://purl.stanford.edu/cr450wp4552,A resolute purpose,sul:36105213326916,9388441,36105213326916
136,cr681kb4530,https://purl.stanford.edu/cr681kb4530,"Ellen, the revolutionist",sul:36105213327591,9411527,36105213327591
137,cr705qh7265,https://purl.stanford.edu/cr705qh7265,The heiress of Haddon,sul:36105213327088,3387214,36105213327088
138,cr708qk6086,https://purl.stanford.edu/cr708qk6086,The Sentimental sex,sul:36105213328425,9437926,36105213328425
139,cr938xk5751,https://purl.stanford.edu/cr938xk5751,Hearts in mortmain : and Cornelia,sul:36105213332385,9564364,36105213332385
140,cs088gh9610,https://purl.stanford.edu/cs088gh9610,David Garrick : a love story,sul:36105213320364,9265248,36105213320364
141,cs223nj4488,https://purl.stanford.edu/cs223nj4488,The dark year of Dundee : tale of the Scottish Reformation,sul:36105213323970,9344124,36105213323970
142,cs493sg1057,https://purl.stanford.edu/cs493sg1057,Bessie Lang,sul:36105213329290,9453259,36105213329290
143,cs723xp2463,https://purl.stanford.edu/cs723xp2463,The madonna of a day : a study,sul:36105213327104,3087330,36105213327104
144,cs790tb2563,https://purl.stanford.edu/cs790tb2563,"The white-faced priest : and, Other Northumbrian episodes",sul:36105213328854,9441591,36105213328854
145,ct055dp1190,https://purl.stanford.edu/ct055dp1190,Claudius,sul:36105213331742,9560684,36105213331742
146,ct357jx8099,https://purl.stanford.edu/ct357jx8099,The flight of the eagle,sul:36105213322196,9323650,36105213322196
147,ct464sb0666,https://purl.stanford.edu/ct464sb0666,Stanley Gordon : a historical tale of the Peninsular war and Waterloo with exciting incidents among brigands in the Cantabrian mountains of Spain,sul:36105213328623,9439907,36105213328623
148,ct502nd4501,https://purl.stanford.edu/ct502nd4501,Dariel : a romance of Surrey,sul:36105213333730,9598286,36105213333730
149,ct556xp2601,https://purl.stanford.edu/ct556xp2601,"The wandering mason, and other stories",sul:36105213335990,9621803,36105213335990
150,ct647wq7683,https://purl.stanford.edu/ct647wq7683,"Raymi, or, The children of the sun",sul:36105213326072,9378663,36105213326072
151,cv057vb2307,https://purl.stanford.edu/cv057vb2307,The Haydocks' testimony : a story of Quaker life,sul:36105213337343,9635671,36105213337343
152,cv230xz8257,https://purl.stanford.edu/cv230xz8257,The autobiography of a slander,sul:36105213330850,9522759,36105213330850
153,cv534fv5057,https://purl.stanford.edu/cv534fv5057,Virginia : a roman sketch,sul:36105213327138,9390763,36105213327138
154,cv621cd6503,https://purl.stanford.edu/cv621cd6503,The mists of the valley,sul:36105213324234,9346782,36105213324234
155,cv911gw8240,https://purl.stanford.edu/cv911gw8240,The apparition,sul:36105213322626,9331259,36105213322626
156,cw387vt6904,https://purl.stanford.edu/cw387vt6904,The shackles of an old love,sul:36105213330041,9505534,36105213330041
157,cw912js6700,https://purl.stanford.edu/cw912js6700,Under the punkah,sul:36105213320711,9268042,36105213320711
158,cx007wn1697,https://purl.stanford.edu/cx007wn1697,Graeme and Cyril,sul:36105213335552,9617150,36105213335552
159,cx062gj6855,https://purl.stanford.edu/cx062gj6855,"Facts and fiction : tales of the sea and second sight, and reminiscences of Australia, New Zealand, and a voyage to San Francisco",sul:36105213322592,9331134,36105213322592
160,cx274cz6432,https://purl.stanford.edu/cx274cz6432,Forreston,sul:36105213327872,9425449,36105213327872
161,cx277yj9200,https://purl.stanford.edu/cx277yj9200,The scheming of Agatha Kenrick : a novel,sul:36105213327419,9408694,36105213327419
162,cx298zr6606,https://purl.stanford.edu/cx298zr6606,The old bachelor in the old Scottish village,sul:36105213323939,9344002,36105213323939
163,cx632tz5404,https://purl.stanford.edu/cx632tz5404,"The hand of the spoiler : being the adventures of Master Wilfrid Clavering, at Corbridge, Hexham, and elsewhere, in the twenty-seventh, twenty-eighth, and twenty-ninth years of His Late Highness, King Henry the Eighth",sul:36105213321354,9275502,36105213321354
164,cx807hj1640,https://purl.stanford.edu/cx807hj1640,The woman who did,sul:36105213323293,9336276,36105213323293
165,cx921dp1444,https://purl.stanford.edu/cx921dp1444,Driven home : a tale of destiny,sul:36105213322345,9325597,36105213322345
166,cy107pm4776,https://purl.stanford.edu/cy107pm4776,"Bristol diamonds, or, The Hot Wells in the year 1773 : a story",sul:36105213330181,9515048,36105213330181
167,cy125jy4175,https://purl.stanford.edu/cy125jy4175,In four reigns : the autobiography of Althea Allingham,sul:36105213330249,9515128,36105213330249
168,cy445mm0641,https://purl.stanford.edu/cy445mm0641,"The veil lifted, or, Incidents of private life : a series of original tales",sul:36105213335743,9619505,36105213335743
169,cy754zq1816,https://purl.stanford.edu/cy754zq1816,Changes and chances : a tale,sul:36105213334142,9603306,36105213334142
170,cz024zr3960,https://purl.stanford.edu/cz024zr3960,John Armiger's revenge,sul:36105213336295,9626061,36105213336295
171,cz428bn4964,https://purl.stanford.edu/cz428bn4964,Killed by mistake,sul:36105213322436,9329915,36105213322436
172,cz542vv9005,https://purl.stanford.edu/cz542vv9005,Seven girls,sul:36105213331957,9561302,36105213331957
173,cz583rz1371,https://purl.stanford.edu/cz583rz1371,The folks of Fernleigh : a country chronicle,sul:36105213323491,9338636,36105213323491
174,cz691sx1800,https://purl.stanford.edu/cz691sx1800,"Dunellan Manse, or, Times and trials of the disruption",sul:36105213335701,9619080,36105213335701
175,cz802fq9205,https://purl.stanford.edu/cz802fq9205,"The Cambridge freshman, or, Memoirs of Mr. Golightly",sul:36105213330579,9519080,36105213330579
176,cz861tk4727,https://purl.stanford.edu/cz861tk4727,"Una, or, The early marriage : a domestic tale",sul:36105213333946,9599302,36105213333946
177,cz979sm8188,https://purl.stanford.edu/cz979sm8188,The Yorkshire cousins,sul:36105213325934,9375686,36105213325934
178,db504qc0301,https://purl.stanford.edu/db504qc0301,She proposes,sul:36105213331049,9524336,36105213331049
179,db551tr6734,https://purl.stanford.edu/db551tr6734,Lancashire idylls,sul:36105213330413,9516374,36105213330413
180,db685hn1164,https://purl.stanford.edu/db685hn1164,Heather belles : a modern Highland story,sul:36105213335297,9615731,36105213335297
181,db720nz7737,https://purl.stanford.edu/db720nz7737,"St. Beetha's, or, The heiress of Arne",sul:36105213325843,9374978,36105213325843
182,db843br1713,https://purl.stanford.edu/db843br1713,Danovitch and other stories,sul:36105213332989,9585085,36105213332989
183,db959pg0094,https://purl.stanford.edu/db959pg0094,Portrait of an English churchman,sul:36105213320471,9266141,36105213320471
184,dc010tk1045,https://purl.stanford.edu/dc010tk1045,Dust in the balance,sul:36105213327658,9413599,36105213327658
185,dc444ky9424,https://purl.stanford.edu/dc444ky9424,Araki the Daimio : a Japanese story of the olden time /Dcby Mona B. Bicherstaffe,sul:36105213333680,9597841,36105213333680
186,dc482dt8484,https://purl.stanford.edu/dc482dt8484,The Lake of the Woods : a tale illustrative of the twelfth chapter of Romans,sul:36105213328268,9428564,36105213328268
187,dc504bf0030,https://purl.stanford.edu/dc504bf0030,Weeping Ferry and other stories,sul:36105213325777,9374792,36105213325777
188,dc686kv6562,https://purl.stanford.edu/dc686kv6562,Tony the maid : a novelette,sul:36105213336139,9622877,36105213336139
189,dd466xm4642,https://purl.stanford.edu/dd466xm4642,"Evangelina, or, The artist's wife : a tale of Italy",sul:36105213330371,9515896,36105213330371
190,df045zt3163,https://purl.stanford.edu/df045zt3163,The faded poppy : a fragment of Philistine melodrama,sul:36105213336832,9630408,36105213336832
191,df367gz9533,https://purl.stanford.edu/df367gz9533,Passion's aftermath : a dramatic story,sul:36105213321370,9275742,36105213321370
192,dg065jk9259,https://purl.stanford.edu/dg065jk9259,"Stronbuy, or, Hanks of Highland Yarn",sul:36105213330561,9519064,36105213330561
193,dg245fg1045,https://purl.stanford.edu/dg245fg1045,Reata : what's in a name,sul:36105213334357,9605718,36105213334357
194,dg388tn1897,https://purl.stanford.edu/dg388tn1897,The Jesuit in the family : a tale,sul:36105213325272,9370926,36105213325272
195,dh103bz9684,https://purl.stanford.edu/dh103bz9684,"The last abbot of Thornton, or, Lord Wake of Baynard Castle",sul:36105213325298,9371025,36105213325298
196,dh133zz2257,https://purl.stanford.edu/dh133zz2257,A wild proxy,sul:36105213332062,9561942,36105213332062
197,dh203vy3137,https://purl.stanford.edu/dh203vy3137,A counsel of perfection,sul:36105213329654,1722586,36105213329654
198,dh535ns7813,https://purl.stanford.edu/dh535ns7813,Edwy and Elgiva : a romance of the olden time,sul:36105213323756,9342287,36105213323756
199,dh746rs0275,https://purl.stanford.edu/dh746rs0275,"Redmond Count O'Hanlon, the Irish rapparee : an historical tale",sul:36105213331635,9558719,36105213331635
200,dj526jx2137,https://purl.stanford.edu/dj526jx2137,Over the hills and far away : a story of New Zealand,sul:36105213334662,9608363,36105213334662
201,dj685qt2515,https://purl.stanford.edu/dj685qt2515,"The beauty of the British Alps, or, Love at first sight",sul:36105213320273,9264361,36105213320273
202,dj959xg3299,https://purl.stanford.edu/dj959xg3299,Irene : a tale for Christmas Eve,sul:36105213333888,9599094,36105213333888
203,dk072yr2485,https://purl.stanford.edu/dk072yr2485,"Morals and mistakes, or, The story of Basil Fielding : a novel",sul:36105213337301,9635614,36105213337301
204,dk343dn0224,https://purl.stanford.edu/dk343dn0224,"Resolution, or, The depth of woman's love",sul:36105213329340,9453853,36105213329340
205,dk751qm5159,https://purl.stanford.edu/dk751qm5159,By virtue of his office : a novel : in one volume,sul:36105213320562,9267156,36105213320562
206,dk989xv8969,https://purl.stanford.edu/dk989xv8969,Sir Philip Gasteneys : a minor,sul:36105213323525,9338755,36105213323525
207,dm492jd5489,https://purl.stanford.edu/dm492jd5489,Confessions of a horse dealer,sul:36105213327807,9425195,36105213327807
208,dm860yf8883,https://purl.stanford.edu/dm860yf8883,Bright sunbeams in dark dwellings : a tale of the Coventry distress,sul:36105213332047,9561935,36105213332047
