,source_id,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,topic-30,topic-31,topic-32,topic-33,topic-34,topic-35,topic-36,topic-37,topic-38,topic-39,topic-40,topic-41,topic-42,topic-43,topic-44,topic-45,topic-46,topic-47,topic-48,topic-49,topic-50,topic-51,topic-52,topic-53,topic-54,topic-55,topic-56,topic-57,topic-58,topic-59
36105213326981,36105213326981,0.0006398486439138651,6.237526577024255e-06,6.237526577024255e-06,0.012988678179681301,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,0.04317634925246239,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,0.7391762733459473,6.237526577024255e-06,6.237526577024255e-06,0.046726811677217484,6.237526577024255e-06,6.237526577024255e-06,0.06080346927046776,0.0055254059843719006,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,0.09007132053375244,6.237526577024255e-06,6.237526577024255e-06,0.0005737657193094492,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06,6.237526577024255e-06
36105213326999,36105213326999,0.020280685275793076,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,0.47159457206726074,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,0.043753765523433685,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,0.4612177908420563,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05,5.6306307669728994e-05
36105213327005,36105213327005,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,0.0801941454410553,0.006951992865651846,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,0.016008418053388596,3.0469227567664348e-05,0.011738094501197338,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,0.008846385404467583,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,0.019114308059215546,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,0.8555317521095276,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05,3.0469227567664348e-05
36105213327013,36105213327013,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,0.004903058055788279,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,0.028975635766983032,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,0.004061553161591291,0.004407891072332859,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,0.015007945708930492,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,0.16396327316761017,6.510416369565064e-06,6.510416369565064e-06,0.009380070492625237,0.02992161177098751,6.510416369565064e-06,6.510416369565064e-06,0.003100011497735977,0.45446228981018066,6.510416369565064e-06,6.510416369565064e-06,0.18591322004795074,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06,0.09559093415737152,6.510416369565064e-06,6.510416369565064e-06,6.510416369565064e-06
36105213327021,36105213327021,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,0.03705446049571037,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,0.8196706175804138,8.520790288457647e-06,8.520790288457647e-06,0.016841884702444077,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,0.026869669556617737,0.001680599874816835,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,0.03796139732003212,8.520790288457647e-06,8.520790288457647e-06,0.001625053002499044,8.520790288457647e-06,8.520790288457647e-06,0.05676104873418808,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,8.520790288457647e-06,0.0011007101275026798,8.520790288457647e-06,8.520790288457647e-06
36105213327039,36105213327039,0.010876718908548355,0.002564802998676896,0.00885489210486412,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,0.002967901062220335,0.0012170886620879173,3.7622269246639917e-06,3.7622269246639917e-06,0.0007469864212907851,3.7622269246639917e-06,0.0007523355889134109,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,0.0007723446469753981,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,0.00264724506996572,3.7622269246639917e-06,3.7622269246639917e-06,0.0007071192376315594,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,0.09103626012802124,3.7622269246639917e-06,0.0017116015078499913,3.7622269246639917e-06,3.7622269246639917e-06,0.0073499674908816814,0.012050525285303593,0.01291855052113533,3.7622269246639917e-06,3.7622269246639917e-06,0.017191864550113678,3.7622269246639917e-06,3.7622269246639917e-06,0.005475377198308706,0.8200003504753113,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06,3.7622269246639917e-06
36105213327047,36105213327047,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,0.0011658817529678345,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,0.026497429236769676,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,0.7037941217422485,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,0.006279855500906706,0.2612210214138031,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05,1.8939394067274407e-05
36105213327054,36105213327054,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,0.9767578840255737,1.4788524822506588e-05,0.022384336218237877,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05,1.4788524822506588e-05
36105213327062,36105213327062,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,0.9271484017372131,2.2341375370160677e-05,0.0074960580095648766,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,0.0640820637345314,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05,2.2341375370160677e-05
36105213327070,36105213327070,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,0.014648055657744408,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,0.10455761849880219,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,0.011197425425052643,3.097893568337895e-05,3.097893568337895e-05,0.046337876468896866,3.097893568337895e-05,0.0037201798986643553,3.097893568337895e-05,0.007373333442956209,0.07030878961086273,3.097893568337895e-05,0.7402458190917969,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05,3.097893568337895e-05
36105213327088,36105213327088,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,0.8765106201171875,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,0.07553007453680038,0.01927655190229416,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,0.02794254943728447,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05,1.3217022569733672e-05
36105213327096,36105213327096,0.8605054020881653,4.4444436753110494e-06,4.4444436753110494e-06,0.007985987700521946,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,0.0020296364091336727,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,0.0150979058817029,4.4444436753110494e-06,4.4444436753110494e-06,0.11413665115833282,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06,4.4444436753110494e-06
36105213327104,36105213327104,0.060144439339637756,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,0.02433268167078495,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,0.006513773463666439,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,0.03179427236318588,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,0.876512348651886,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05,1.277139199373778e-05
36105213327112,36105213327112,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,0.5677547454833984,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,0.10037004202604294,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,0.03805498406291008,7.850526344554964e-06,0.004704001359641552,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,0.2886844575405121,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06,7.850526344554964e-06
36105213327120,36105213327120,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,0.054685078561306,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,0.6802278161048889,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,0.14738355576992035,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,0.013303451240062714,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,0.10338836908340454,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05,1.8395880033494905e-05
36105213327138,36105213327138,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,0.015488557517528534,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,0.8818831443786621,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,0.10161222517490387,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05,1.7825308532337658e-05
36105213327146,36105213327146,0.11545974016189575,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,0.8370882868766785,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,0.04304094612598419,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,0.0037978223990648985,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05,1.0950503565254621e-05
36105213327153,36105213327153,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,0.013280481100082397,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,0.022566383704543114,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,0.020826518535614014,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,0.9415853023529053,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05,3.109452882199548e-05
36105213327161,36105213327161,0.010210499167442322,3.631873141785036e-06,3.631873141785036e-06,0.0034418602008372545,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,0.038588061928749084,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,0.002328441943973303,0.002955398056656122,0.0011703933123499155,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,0.3817554712295532,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,0.13343657553195953,3.631873141785036e-06,0.04129369184374809,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,0.002940526930615306,0.005926407873630524,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,0.05860692262649536,3.631873141785036e-06,3.631873141785036e-06,0.0022930807899683714,3.631873141785036e-06,3.631873141785036e-06,0.31488558650016785,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06,3.631873141785036e-06
