,source_id,topic-0,topic-1,topic-2,topic-3,topic-4,topic-5,topic-6,topic-7,topic-8,topic-9,topic-10,topic-11,topic-12,topic-13,topic-14,topic-15,topic-16,topic-17,topic-18,topic-19,topic-20,topic-21,topic-22,topic-23,topic-24,topic-25,topic-26,topic-27,topic-28,topic-29,topic-30,topic-31,topic-32,topic-33,topic-34,topic-35,topic-36,topic-37,topic-38,topic-39,topic-40,topic-41,topic-42,topic-43,topic-44,topic-45,topic-46,topic-47,topic-48,topic-49,topic-50,topic-51,topic-52,topic-53,topic-54,topic-55,topic-56,topic-57,topic-58,topic-59
36105213321412,36105213321412,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,0.9782149195671082,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,0.021249249577522278,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06,9.238729944627266e-06
36105213321420,36105213321420,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,0.011347166262567043,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,0.9249498844146729,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,0.05793585255742073,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,0.004971452988684177,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05,1.420858006895287e-05
36105213321438,36105213321438,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,0.9325527548789978,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,0.05808470770716667,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,0.008534976281225681,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05,1.4518002899421845e-05
36105213321446,36105213321446,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,0.008788098581135273,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,0.02928926609456539,1.4492751688521821e-05,1.4492751688521821e-05,0.563449501991272,1.4492751688521821e-05,1.4492751688521821e-05,0.39549294114112854,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05,0.0021830867044627666,1.4492751688521821e-05,1.4492751688521821e-05,1.4492751688521821e-05
36105213321453,36105213321453,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,0.9997241497039795,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06,4.6750856199651025e-06
36105213321461,36105213321461,0.12725402414798737,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,0.0022705283481627703,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,0.021811045706272125,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,0.8479140996932983,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05,1.3397642760537565e-05
36105213321479,36105213321479,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,0.5010372996330261,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,0.0088111637160182,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,0.027184534817934036,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06,0.049388229846954346,0.04274286329746246,9.352787856187206e-06,9.352787856187206e-06,0.06704214215278625,9.352787856187206e-06,0.04074019938707352,0.24416157603263855,9.352787856187206e-06,0.016545124351978302,9.352787856187206e-06,0.0018792568007484078,9.352787856187206e-06,9.352787856187206e-06,9.352787856187206e-06
36105213321487,36105213321487,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,0.02485392615199089,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,0.027521207928657532,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,0.0058208489790558815,0.04207637906074524,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,0.04777775704860687,4.035512756672688e-05,0.15513542294502258,0.2902001738548279,4.035512756672688e-05,4.035512756672688e-05,0.050445593893527985,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,4.035512756672688e-05,0.35411056876182556,4.035512756672688e-05,4.035512756672688e-05
36105213321495,36105213321495,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,0.042058952152729034,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,0.9573413729667664,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05,1.0339123036828823e-05
36105213321503,36105213321503,0.06261935830116272,1.773049916664604e-05,1.773049916664604e-05,0.3780020475387573,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,0.07735052704811096,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,0.19784796237945557,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,0.26673424243927,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,0.016488412395119667,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05,1.773049916664604e-05
36105213321511,36105213321511,8.486083970637992e-06,8.486083970637992e-06,0.16649989783763885,0.42489737272262573,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,0.00892580021172762,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,0.01307664718478918,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,0.09043074399232864,0.010430773720145226,8.486083970637992e-06,0.011825344525277615,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,0.007941680029034615,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,0.197243794798851,0.0683036595582962,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06,8.486083970637992e-06
36105213321529,36105213321529,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,0.2618829011917114,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,0.007456882391124964,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,0.36272290349006653,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,0.029092978686094284,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,0.02557147853076458,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,0.312538743019104,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05,1.3594345546152908e-05
36105213321537,36105213321537,0.010357419960200787,1.25502010632772e-05,1.25502010632772e-05,0.8105765581130981,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,0.17688071727752686,1.25502010632772e-05,1.25502010632772e-05,0.0014825067482888699,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05,1.25502010632772e-05
36105213321545,36105213321545,0.01788787730038166,1.1990407074335963e-05,1.1990407074335963e-05,0.7832903265953064,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,0.1942645013332367,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,0.0038857930339872837,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05,1.1990407074335963e-05
36105213321560,36105213321560,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,0.025443369522690773,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,0.426775723695755,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,0.0565725676715374,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,0.081948421895504,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,0.05854007601737976,4.775549314217642e-05,4.775549314217642e-05,0.34814101457595825,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05,4.775549314217642e-05
36105213321586,36105213321586,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,0.2496357262134552,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,0.007875880226492882,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,0.6359320878982544,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,0.005971784237772226,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,0.10007694363594055,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06,9.228496310242917e-06
36105213321594,36105213321594,0.008812431246042252,0.0041046831756830215,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,0.018798114731907845,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,0.009457477368414402,1.4867678146401886e-05,1.4867678146401886e-05,0.032697923481464386,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,0.018068816512823105,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,0.004803401418030262,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,0.007629136089235544,1.4867678146401886e-05,1.4867678146401886e-05,0.07549183815717697,1.4867678146401886e-05,0.03515253961086273,1.4867678146401886e-05,0.06336388736963272,1.4867678146401886e-05,1.4867678146401886e-05,0.4388509690761566,0.2820700407028198,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05,1.4867678146401886e-05
36105213321602,36105213321602,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,0.0016826398205012083,0.02896830439567566,5.910165327804862e-06,5.910165327804862e-06,0.004506013356149197,5.910165327804862e-06,0.6639935970306396,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,0.017961163073778152,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,0.027212053537368774,0.0006026445189490914,5.910165327804862e-06,5.910165327804862e-06,0.009038412012159824,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,0.007663606200367212,5.910165327804862e-06,5.910165327804862e-06,0.002607512753456831,5.910165327804862e-06,0.010547865182161331,5.910165327804862e-06,5.910165327804862e-06,0.019347265362739563,0.002466387115418911,5.910165327804862e-06,5.910165327804862e-06,5.910165327804862e-06,0.007053928449749947,0.005470654461532831,0.022159608080983162,5.910165327804862e-06,0.002282037865370512,0.06015361100435257,5.910165327804862e-06,0.006426350213587284,0.07881111651659012,5.910165327804862e-06,0.0031558575574308634,5.910165327804862e-06,0.00778877642005682,0.00988190807402134,5.910165327804862e-06,5.910165327804862e-06
36105213321628,36105213321628,0.05067308247089386,0.0015191072598099709,0.0014985766028985381,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,0.0012555959401652217,0.006166254635900259,0.000752443796955049,5.777006663265638e-06,0.12580357491970062,0.014547096565365791,5.777006663265638e-06,5.777006663265638e-06,0.0011381180956959724,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,0.10125718265771866,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,0.32539087533950806,0.0013929116539657116,0.06155989319086075,0.004474755376577377,0.011969301849603653,5.777006663265638e-06,0.004456120543181896,5.777006663265638e-06,0.03749009966850281,0.00948256254196167,0.04827345907688141,5.777006663265638e-06,0.012614311650395393,0.1418086588382721,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,5.777006663265638e-06,0.014918580651283264,0.005465855821967125,0.015883594751358032,5.777006663265638e-06,5.777006663265638e-06
36105213321636,36105213321636,0.9997626543045044,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06,4.022845132567454e-06
